-5.987450647626801,-0.014582243490060876,-0.0007910152170609308,0.0,-5.7097509528708486
-7.824166554697307,-6.037926470605626,-6.013592400503036,-6.017497468881867,-7.612994622827074
-13.431327838270892,-56.73244437091135,-53.994431024292524,-54.06172332138765,-13.42619526550181
-19.476865885447165,-61.0992530114702,-64.11802354646217,-51.14883212140239,-19.35462966714031
-21.494517337165007,-63.17289321563348,-58.08278196511371,-53.48642469554681,-21.26789296130899
-24.03497038632491,-63.57172171994465,-59.3069587791106,-56.136679151931745,-23.661420224267413
-25.424411278192075,-68.0199692410585,-63.45302560815018,-64.25735608932811,-24.979385781092702
-27.035910894425093,-70.31465519418819,-66.88320910589502,-69.09787419595588,-26.462897681566396
-28.00689398604045,-68.35134929971153,-67.36546054721644,-80.0,-27.430053172727376
-29.13013814497227,-68.50697410493243,-72.39488758160685,-67.4157909991173,-28.5109809806294
-29.93472093860322,-70.83780025037733,-74.73165864773897,-66.11428262772468,-29.20810431859354
-30.843901180802415,-75.12315886892239,-66.93492717528056,-70.63209001833636,-30.022456371036235
-31.498594460489564,-66.43499394426146,-61.50996329914482,-76.2838267304962,-30.762422630880657
-32.132463327887606,-70.48497822744883,-61.25866785564304,-72.02393716383753,-31.45379791851775
-32.690470019912624,-66.9821168539701,-70.81022164831282,-62.894683221195706,-31.889593356279626
-33.47114501235906,-65.16769844899004,-67.93643023692898,-64.35342607979821,-32.44669502139722
-34.0829415478813,-67.76236366099128,-67.80609584054908,-77.78956131729363,-32.96176937127876
-34.58308963718264,-72.69509464588748,-67.88738357428281,-79.53287171370818,-33.402577924306925
-34.958317855529785,-70.03208838864361,-65.44229864709992,-73.34017875939841,-33.8000724743644
-35.385206393683944,-80.0,-65.72852822040241,-73.6602047944033,-34.263656304699644
-35.85151744757467,-78.28897299256943,-67.49408197402983,-74.51604850581846,-34.71935471488266
-36.37036684384957,-73.01014949706057,-68.14888490743628,-79.43791980230043,-35.17158120064562
-36.79815780668349,-69.1136343165422,-80.0,-72.44660696156717,-35.59023863575758
-37.20629485543856,-69.43055291682859,-72.1915714254819,-70.91354122604018,-35.980937004153134
-37.599108521033145,-80.0,-79.44618080032205,-71.69209193573991,-36.31098252279316
-38.04672212672532,-67.67449557000182,-72.07860862114913,-66.84202720393523,-36.62260392981851
-38.31800730544605,-69.08174998750945,-80.0,-65.95323957736206,-36.92539389791015
-38.55647217895923,-70.64977944171393,-80.0,-69.73847617399684,-37.33410849681681
-38.904418253476386,-70.41235266511976,-71.30638413090955,-67.19816217231569,-37.65204997371457
-39.29807432559045,-80.0,-68.05289913664384,-68.03971314436143,-37.95985880751286
-39.50538180350103,-74.39738156946119,-74.52304317220715,-75.53152599521646,-38.26017530969961
-39.68485701942047,-75.25440745501903,-80.0,-73.91599275419397,-38.45854668159751
-39.90622617945477,-72.3052182892082,-70.09030093928529,-67.11150045673443,-38.77149449343342
-40.23280670303687,-74.77960902881372,-66.53683572783504,-66.007635693947,-39.100119532213895
-40.560902071845874,-80.0,-65.1446160640154,-68.33574854977016,-39.28564518188673
-40.806044226792764,-79.57246473976895,-66.93866017084676,-70.72735517897189,-39.472259511205
-41.06987833879866,-72.84386251090014,-70.75352078432772,-72.82658398050225,-39.757269858102276
-41.32352307603667,-76.17639264782326,-75.13420965405871,-73.18068403484156,-40.019764907417866
-41.516922002404655,-80.0,-76.24955990222598,-70.52042550622558,-40.19471614851232
-41.73362552967308,-71.94681722562794,-76.57456971960409,-70.58461715495045,-40.4422367744197
-41.834419100087786,-70.16481306530066,-79.46080955552846,-70.65305183393215,-40.68046110923524
-41.993915618659265,-78.85694143776797,-77.17050790138177,-68.09822731359547,-40.82507502039231
-42.319292141091694,-74.85976759406611,-80.0,-67.33692924801937,-40.97217228139919
-42.608611276439454,-75.08912743349524,-74.82277158672068,-70.00281496543352,-41.1413263699681
-42.757044940064446,-78.21624836031688,-72.86450248982894,-69.71964671433643,-41.36266712902039
-42.87627580232609,-79.7783283833066,-78.78449016199332,-67.52026835456229,-41.608636214454314
-43.06394798195913,-77.21347183110386,-73.17805195966969,-72.84226053615924,-41.62303552188001
-43.37397274225474,-77.26875183922152,-69.67162683596194,-71.76619781628337,-41.70502681702031
-43.58698720442099,-80.0,-68.64213385789664,-71.42472565917828,-42.002860328927774
-43.720172626967766,-80.0,-70.28860788953274,-70.49154231815373,-42.17457972709201
-43.88656950235732,-78.49260823815194,-76.58496602915221,-74.42357006201784,-42.404492185641175
