-5.997785565731611,-0.01443864107169901,0.0,-0.0007023706679802899
-7.841287871879999,-6.0390393182046935,-6.015033264525584,-6.002078726997915
-13.478287087925587,-65.73669527905629,-66.95177907535043,-65.59908388443041
-19.509556410258337,-66.34293233631593,-72.41328975086475,-58.75202098943741
-21.435976374014434,-58.968501246046635,-63.57963597328893,-63.21774459434799
-23.955489888643534,-58.76491692410046,-58.8247810270107,-65.10228804731516
-25.287012580994432,-63.78004801379318,-63.52556588930891,-61.86032544163747
-26.827344246028957,-64.11488255649323,-67.78534368318482,-62.55109203098368
-27.881548314970566,-73.15344129794913,-66.91695789374054,-63.625017028983066
-29.057541082847628,-80.0,-64.41843474998535,-62.10387333098943
-29.879366410235342,-78.86177914428212,-64.86621708516905,-65.81510784019548
-30.82351186269542,-76.02737174900977,-65.09533692874048,-63.34764997515574
-31.50522793288281,-72.70794767898757,-64.17658093073004,-65.95707801044186
-32.20225033337499,-69.96171667250636,-68.65558612064714,-64.6172795443194
-32.79012321799733,-80.0,-73.11112288487305,-66.45871287265055
-33.48172601792001,-80.0,-74.71453813581965,-66.9055692184493
-34.053853060241124,-72.56674902080744,-74.58205440640837,-63.51861226484374
-34.55301333446074,-68.2911780152147,-71.8619338458741,-70.4208912913696
-34.95448185863765,-73.18344726243024,-65.93482252949653,-65.82563233384336
-35.511782307396324,-79.93287886485521,-63.42781302077662,-65.84206779518934
-35.98274410927243,-78.12506649669163,-64.96871204265813,-68.81499483865936
-36.401655186839406,-72.42176104910462,-66.00555377646864,-68.99133449239388
-36.809288115519486,-80.0,-66.91610772038587,-69.06409402821468
-37.284708726729484,-80.0,-69.3270333806922,-66.9282699977929
-37.6189234020475,-70.04251881498443,-67.55415713452655,-79.75881314950601
-37.91093243311934,-72.48496368412515,-66.99312414638962,-62.8447290264033
-38.22324188650046,-80.0,-67.86691435564173,-72.47081967039588
-38.52232931929711,-80.0,-65.01806401718252,-69.58658717816753
-38.74556060262855,-74.08273988426919,-65.3932765223718,-70.42890655645857
-39.040623764604305,-76.41779472462844,-67.728235632209,-69.26651188788827
-39.34974259451458,-80.0,-67.15171578221363,-80.0
-39.682043554069715,-80.0,-66.40696284344111,-68.54612942311
-40.013513238973054,-80.0,-69.53162690536381,-77.24944175701762
-40.27464780729017,-75.5695424680621,-74.82077866862126,-68.79473748644574
-40.454339137261684,-72.59780752849767,-77.51210156313033,-80.0
-40.77149662985153,-80.0,-70.97852272078497,-74.68458391723533
-41.14438121052086,-80.0,-71.72459250904113,-70.69350000208142
-41.45378509115784,-80.0,-77.61819537527037,-71.99396186781115
-41.63789324495799,-80.0,-72.80462379526325,-72.96840509110591
-41.88999591062046,-73.50189390925122,-71.46099013985406,-67.91327819385785
-42.16957586056856,-72.88049884060372,-70.53534966339387,-73.36823985646025
-42.21408808405284,-79.05857409220735,-72.68878553449785,-68.49135265456428
-42.27891048405246,-74.78270988737978,-74.78027055360921,-76.56218594593265
-42.54560478729284,-76.13545112966307,-73.60648441698564,-67.64902376199433
-42.749063027137126,-76.14828477497608,-74.55698617009676,-73.40904885621565
-42.95278217777909,-74.36839508438865,-72.65096270446855,-62.81622570029046
-43.15297910723072,-75.61211632580826,-79.85633309459931,-73.40998387123099
-43.40444666949351,-79.21354068738842,-80.0,-68.45106636431953
-43.59879726221276,-76.94618498169453,-80.0,-80.0
-43.63090657357647,-78.69430837891778,-77.78503377559416,-75.0396632159104
-43.726083903846344,-75.63124241883193,-80.0,-75.3274424840825
-43.72101228156637,-66.6902769182518,-73.05122283383767,-74.30779646509819
-43.72398583482338,-67.42615262141977,-73.02826114381728,-72.14861059464192
-44.15579161184239,-78.96084870825845,-79.741793948354,-73.18977461052886
-44.743554721496956,-75.31628515916202,-78.37840956973717,-72.70204137286574
-45.0011179204431,-73.43306309763929,-76.76010782888295,-78.10064495470948
-44.922163721944784,-80.0,-74.68666333208925,-74.20457155247996
-44.89151807194652,-77.57978888161021,-75.54105693987614,-77.27120103410377
-45.01432820548715,-80.0,-80.0,-72.15497185077896
-45.155688721470305,-80.0,-80.0,-73.67196942564084
-45.22417461184062,-76.69589743328504,-73.189449042359,-72.71530380785364
-45.32769280862771,-73.4541755416208,-68.414620403555,-78.54105306315788
-45.557242581788,-80.0,-73.49510286341699,-75.14174654502222
-45.81010206249629,-79.48403148902202,-80.0,-76.3128388363221
-45.94918938180592,-80.0,-75.6481114227335,-72.71127692820517
-46.06861431622647,-80.0,-72.93226941738162,-80.0
-46.30366171733625,-80.0,-76.12429437999059,-80.0
-46.57091311854522,-75.3647536511337,-80.0,-72.74175598660426
-46.597121851554334,-80.0,-80.0,-73.1821177969291
-46.49764055252845,-80.0,-75.89559500244727,-80.0
-46.47967330588396,-80.0,-79.20651620574114,-71.81168768639596
-46.57626903650909,-80.0,-78.47261504914366,-80.0
-46.769518576022215,-79.19623824060693,-78.66358672911312,-80.0
-46.86954444948139,-77.3902076549663,-78.4537608304106,-72.7828387785544
-46.998941571451425,-80.0,-73.27526853204103,-75.78516010126847
-47.3174836976233,-75.16402203942387,-74.14249493577944,-79.22238612244558
-47.46798181568205,-80.0,-78.45193624453957,-75.92407458698236
-47.455013234800596,-79.58101880014183,-80.0,-80.0
-47.47074222460627,-79.19130708467523,-80.0,-76.43315945689466
-47.5828144448148,-75.91342065555725,-80.0,-77.43368362412482
-47.70571403783711,-73.71436291564669,-77.43253864520982,-70.22144231389163
-47.67561620130447,-80.0,-80.0,-80.0
-47.683486481371745,-80.0,-80.0,-77.42872214362795
-47.89288175039908,-80.0,-80.0,-71.7555972024727
-48.252552911121406,-80.0,-80.0,-80.0
-48.524349326858115,-80.0,-74.81573685648999,-74.24404840799588
-48.52799961093341,-76.06058367442242,-70.26479618060861,-80.0
-48.49814183358608,-80.0,-71.00235289093231,-73.44614482037579
-48.44844016373978,-75.97098202149672,-75.83930119706693,-76.53834108029504
-48.371685112227254,-79.85701951412364,-69.01430290221478,-74.26390255446262
-48.566041472738306,-75.37680114411208,-69.81308546219766,-80.0
-48.98401839590773,-80.0,-72.99587222546037,-80.0
-49.15634831152865,-80.0,-73.93972053720451,-80.0
-48.956565825898494,-76.99294426435912,-80.0,-73.21975454153966
-48.95306277849003,-71.00098741051757,-79.5605226484395,-77.26254429081408
-49.208725641209206,-70.0063216664605,-74.47508186019914,-79.70999384612841
-49.184537858393526,-77.21021144450667,-77.69035605015983,-78.20642384389637
-49.08526585432942,-80.0,-80.0,-80.0
-49.30424992202012,-80.0,-78.28243338889318,-77.40895430471924
-49.755488628193845,-78.61753984578667,-76.63419359000628,-78.55467335835834
-49.96598334750853,-78.08366894514619,-77.23188771031204,-76.19957489554497
-49.8462939236728,-80.0,-75.49196105411929,-75.37410371399065
-49.64952024746496,-80.0,-72.92732690332072,-77.64815029299857
-49.50864025286459,-78.40242381773027,-71.01400459933113,-80.0
-49.5281197308224,-80.0,-73.01436271285638,-79.38682271188256
-49.74821610327178,-80.0,-80.0,-80.0
-49.95145302261032,-78.67231810993128,-80.0,-71.72722528984227
-49.881999108577844,-80.0,-72.1705944643949,-79.61467341985966
-49.76701730917971,-78.02655971290451,-71.87074284686553,-68.73147397288653
-49.807720276946085,-75.28088691775793,-80.0,-70.54042217585521
-49.913303415874566,-73.14589338556378,-77.03270495361147,-73.04770432610184
-49.98564478351883,-74.40946043509923,-73.0573515968613,-80.0
-50.137872037501026,-80.0,-76.30490115813373,-73.43875688883408
-50.42905193601244,-80.0,-70.20883656349989,-80.0
-50.74115863822176,-76.91618788128687,-71.19747286818473,-80.0
-50.834601160647125,-80.0,-73.76511146770835,-80.0
-50.74179436695699,-79.61270339753862,-70.89362469273922,-73.77377550194419
-50.64469548361522,-78.77107248688526,-74.88703665786048,-80.0
-50.62576963113283,-80.0,-78.79086457555046,-80.0
-50.7709236711683,-80.0,-76.39186765756546,-74.04833488505768
-50.83006598617523,-80.0,-75.56160792625381,-76.53095095212086
-50.745467461131426,-80.0,-80.0,-80.0
-50.672394791935716,-80.0,-73.19437250735808,-73.12877123874293
-50.77078766638449,-77.69467944088957,-73.48207605431925,-80.0
-51.026353621818146,-77.66754345874328,-71.51002452575693,-79.77037586173344
-50.900895002473696,-77.78418068828265,-73.86611109531569,-80.0
-50.63555769474233,-72.92222497963314,-77.80459806458899,-80.0
-50.84514333166278,-72.24914231330717,-72.03036484931756,-73.76861419797739
-51.202062133099744,-74.89174766684818,-73.13772606900075,-75.65023202473216
-51.320408994775995,-79.39229966238085,-71.78546021711789,-76.80586962468902
-51.29106691226791,-80.0,-71.69040466686921,-73.53000395335607
-51.21124797941894,-80.0,-69.40318492205758,-80.0
-51.24039340212138,-80.0,-74.7953685754353,-79.90088940044751
-51.38689270602926,-79.99493105740981,-76.37472961390421,-71.8333491792682
-51.363470892359004,-80.0,-71.74827306906516,-70.93067520571051
-51.49763111230656,-70.74279653433527,-74.40309971604155,-72.748543941685
-51.8248755929833,-72.60420749700413,-73.8489638373087,-72.44603256110187
-51.75324318874584,-80.0,-64.79056854422993,-71.3688567665458
-51.808958444272875,-80.0,-64.59106231186185,-74.61833112549002
-51.81780119020396,-68.31843794367785,-65.34156012179125,-80.0
-51.45120784294769,-70.3149222806032,-66.23198593545547,-80.0
-51.50741796748328,-75.50634017380244,-70.71898943940664,-77.5667310378437
-51.68096651680255,-72.64196909796308,-71.2962153940545,-75.51866110719664
-51.67256511536278,-78.58171280193088,-69.28135739002904,-79.85900791876796
-51.854449781439456,-77.09003673510145,-70.50835209366504,-80.0
-52.19250580333347,-77.74262189787592,-64.87248200972348,-80.0
-52.36657172047773,-79.61809003731133,-63.786563169830586,-80.0
-52.00158502748019,-79.80143276410698,-64.11527751406484,-80.0
-51.952929233434574,-66.19673811910697,-66.42731518546117,-80.0
-52.50654409475582,-72.39898602638682,-67.8428667375775,-70.81344737443318
-52.64107952834327,-77.21191602291495,-68.94200736989615,-70.30049007100544
